Mod:Item:MetaData, Localized Name
galacticraftcore:slab_gc_double:4, tile.slab_gc_double.mars_slab.name
galacticraftcore:slab_gc_double:5, tile.slab_gc_double.mars_bricks_slab.name
galacticraftcore:slab_gc_double:6, tile.slab_gc_double.asteroids_slab.name
galacticraftcore:concealed_redstone, Hidden Redstone Wire
galacticraftcore:concealed_repeater_pow, tile.concealed_repeater_pow.name
galacticraftcore:concealed_repeater, Hidden Redstone Repeater
galacticraftcore:concealed_detector, Player Detector
galacticraftcore:platform, Hydraulic Platform
galacticraftcore:emergency_box:0, Emergency Post
galacticraftcore:emergency_box:1, Emergency Post (with Kit)
galacticraftcore:grating, Grating
galacticraftcore:rocket_t1:0, Tier 1 Rocket
galacticraftcore:rocket_t1:1, Tier 1 Rocket
galacticraftcore:rocket_t1:2, Tier 1 Rocket
galacticraftcore:rocket_t1:3, Tier 1 Rocket
galacticraftcore:rocket_t1:4, Tier 1 Rocket
galacticraftcore:oxygen_mask, Oxygen Mask
galacticraftcore:oxygen_gear, Oxygen Gear
galacticraftcore:oxygen_tank_light_full, Light Oxygen Tank
galacticraftcore:oxygen_tank_med_full, Medium Oxygen Tank
galacticraftcore:oxygen_tank_heavy_full, Heavy Oxygen Tank
galacticraftcore:infinite_oxygen, Infinite Oxygen Supply
galacticraftcore:sensor_lens, Sensor Lens
galacticraftcore:sensor_glasses, Sensor Glasses
galacticraftcore:standard_wrench, Standard Wrench
galacticraftcore:steel_pickaxe, Heavy Duty Pickaxe
galacticraftcore:steel_axe, Heavy Duty Axe
galacticraftcore:steel_hoe, Heavy Duty Hoe
galacticraftcore:steel_shovel, Heavy Duty Shovel
galacticraftcore:steel_sword, Heavy Duty Sword
galacticraftcore:steel_helmet, Heavy Duty Helmet
galacticraftcore:steel_chestplate, Heavy Duty Chestplate
galacticraftcore:steel_leggings, Heavy Duty Leggings
galacticraftcore:steel_boots, Heavy Duty Boots
galacticraftcore:canister:0, Tin Canister
galacticraftcore:canister:1, Copper Canister
galacticraftcore:air_vent, Oxygen Vent
galacticraftcore:air_fan, Oxygen Fan
galacticraftcore:oxygen_concentrator, Oxygen Concentrator
galacticraftcore:engine:0, Tier 1 Rocket Engine
galacticraftcore:engine:1, Tier 1 Booster
galacticraftcore:heavy_plating, Heavy-Duty Plate
galacticraftcore:nose_cone, Nose Cone
galacticraftcore:rocket_fins, Rocket Fins
galacticraftcore:steel_pole, Steel Pole
galacticraftcore:canvas, Canvas
galacticraftcore:oil_canister_partial:1001, Empty Canister
galacticraftcore:oil_canister_partial:1, Filled Oil Canister
galacticraftcore:fuel_canister_partial:1, Filled Fuel Canister
galacticraftcore:schematic:0, NASA Workbench Schematic
galacticraftcore:schematic:1, NASA Workbench Schematic
galacticraftcore:key:0, Tier 1 Dungeon Key
galacticraftcore:buggymat:0, Buggy Wheel
galacticraftcore:buggymat:1, Buggy Seat
galacticraftcore:buggymat:2, Buggy Storage Box
galacticraftcore:buggy, Buggy
galacticraftcore:basic_item:0, Single Solar Module
galacticraftcore:basic_item:1, Full Solar Panel
galacticraftcore:basic_item:2, Raw Silicon
galacticraftcore:basic_item:3, Copper Ingot
galacticraftcore:basic_item:4, Tin Ingot
galacticraftcore:basic_item:5, Aluminum Ingot
galacticraftcore:basic_item:6, Compressed Copper
galacticraftcore:basic_item:7, Compressed Tin
galacticraftcore:basic_item:8, Compressed Aluminum
galacticraftcore:basic_item:9, Compressed Steel
galacticraftcore:basic_item:10, Compressed Bronze
galacticraftcore:basic_item:11, Compressed Iron
galacticraftcore:basic_item:12, Blue Solar Wafer
galacticraftcore:basic_item:13, Basic Wafer
galacticraftcore:basic_item:14, Advanced Wafer
galacticraftcore:basic_item:19, Frequency Module
galacticraftcore:basic_item:20, Ambient Thermal Controller
galacticraftcore:food:0, Can of Food
galacticraftcore:food:1, Can of Food
galacticraftcore:food:2, Can of Food
galacticraftcore:food:3, Can of Food
galacticraftcore:food:9, Canned Beef
galacticraftcore:food:4, Cheese Slice
galacticraftcore:food:5, Burger Bun
galacticraftcore:food:6, Ground Beef (Raw)
galacticraftcore:food:7, Beef Patty (Cooked)
galacticraftcore:food:8, Cheeseburger
galacticraftcore:battery, Battery
galacticraftcore:infinite_battery, Infinite Battery
galacticraftcore:meteor_chunk:0, Throwable Meteor Chunk
galacticraftcore:meteor_chunk:1, Throwable Meteor Chunk
galacticraftcore:cheese_curd, Cheese Curd
galacticraftcore:meteoric_iron_raw, Raw Meteoric Iron
galacticraftcore:item_basic_moon:0, Meteoric Iron Ingot
galacticraftcore:item_basic_moon:1, Compressed Meteoric Iron
galacticraftcore:item_basic_moon:2, Lunar Sapphire
galacticraftcore:flag, Flag
galacticraftcore:parachute:0, Parachute
galacticraftcore:parachute:1, Black Parachute
galacticraftcore:parachute:2, Light Blue Parachute
galacticraftcore:parachute:3, Lime Parachute
galacticraftcore:parachute:4, Brown Parachute
galacticraftcore:parachute:5, Blue Parachute
galacticraftcore:parachute:6, Gray Parachute
galacticraftcore:parachute:7, Green Parachute
galacticraftcore:parachute:8, Light Gray Parachute
galacticraftcore:parachute:9, Magenta Parachute
galacticraftcore:parachute:10, Orange Parachute
galacticraftcore:parachute:11, Pink Parachute
galacticraftcore:parachute:12, Purple Parachute
galacticraftcore:parachute:13, Red Parachute
galacticraftcore:parachute:14, Cyan Parachute
galacticraftcore:parachute:15, Yellow Parachute
galacticraftcore:prelaunch_checklist, Pre-Launch Checklist
galacticraftcore:dungeonfinder, Dungeon Locator
galacticraftcore:emergency_kit, Space Emergency Kit
galacticraftcore:ic2compat, item.ic2compat.name
galacticraftplanets:sludge, Sludge
galacticraftplanets:bucket_sludge, Bacterial Sludge Bucket
galacticraftplanets:treasure_t2, Tier 2 Treasure Chest
galacticraftplanets:mars:0, Copper Ore
galacticraftplanets:mars:1, Tin Ore
galacticraftplanets:mars:2, Desh Ore
galacticraftplanets:mars:3, Iron Ore
galacticraftplanets:mars:4, Mars Cobblestone
galacticraftplanets:mars:5, Mars Fine Regolith
galacticraftplanets:mars:6, Mars Regolith
galacticraftplanets:mars:7, Mars Dungeon Brick
galacticraftplanets:mars:8, Block of Desh
galacticraftplanets:mars:9, Mars Stone
galacticraftplanets:cavern_vines, Cavernous Vines
galacticraftplanets:slimeling_egg:0, Red Slimeling Egg
galacticraftplanets:slimeling_egg:1, Blue Slimeling Egg
galacticraftplanets:slimeling_egg:2, Yellow Slimeling Egg
galacticraftplanets:creeper_egg, Creeper Egg
galacticraftplanets:mars_machine:0, Terraformer
galacticraftplanets:mars_machine:4, Cryogenic Chamber
galacticraftplanets:mars_machine:8, Launch Controller
galacticraftplanets:mars_machine_t2:0, Gas Liquefier
galacticraftplanets:mars_machine_t2:4, Methane Synthesizer
galacticraftplanets:mars_machine_t2:8, Water Electrolyzer
galacticraftplanets:boss_spawner_mars, tile.boss_spawner_mars.name
galacticraftplanets:mars_stairs_cobblestone, Mars Cobblestone Stairs
galacticraftplanets:mars_stairs_brick, Mars Dungeon Brick Stairs
galacticraftplanets:carbon_fragments, Fragmented Carbon
galacticraftplanets:item_basic_mars:0, Unrefined Desh
galacticraftplanets:item_basic_mars:1, Desh Stick
galacticraftplanets:item_basic_mars:2, Desh Ingot
galacticraftplanets:item_basic_mars:3, Heavy-Duty Plate
galacticraftplanets:item_basic_mars:4, Slimeling Inventory Bag
galacticraftplanets:item_basic_mars:5, Compressed Desh
galacticraftplanets:item_basic_mars:6, Fluid Manipulator
galacticraftplanets:desh_pick, Desh Pickaxe
galacticraftplanets:desh_pick_slime, Sticky Desh Pickaxe
galacticraftplanets:desh_axe, Desh Axe
galacticraftplanets:desh_hoe, Desh Hoe
galacticraftplanets:desh_spade, Desh Shovel
galacticraftplanets:desh_sword, Desh Sword
galacticraftplanets:desh_helmet, Desh Helmet
galacticraftplanets:desh_chestplate, Desh Chestplate
galacticraftplanets:desh_leggings, Desh Leggings
galacticraftplanets:desh_boots, Desh Boots
galacticraftplanets:rocket_t2:0, Tier 2 Rocket
galacticraftplanets:rocket_t2:1, Tier 2 Rocket
galacticraftplanets:rocket_t2:2, Tier 2 Rocket
galacticraftplanets:rocket_t2:3, Tier 2 Rocket
galacticraftplanets:rocket_t2:4, Tier 2 Rocket
galacticraftplanets:rocket_t2:11, Cargo Rocket
galacticraftplanets:rocket_t2:12, Cargo Rocket
galacticraftplanets:rocket_t2:13, Cargo Rocket
galacticraftplanets:rocket_t2:14, Cargo Rocket
galacticraftplanets:key:0, Tier 2 Dungeon Key
galacticraftplanets:schematic:0, NASA Workbench Schematic
galacticraftplanets:schematic:1, NASA Workbench Schematic
galacticraftplanets:schematic:2, NASA Workbench Schematic
galacticraftplanets:asteroids_block:0, Asteroid Rock
galacticraftplanets:asteroids_block:1, Asteroid Rock
galacticraftplanets:asteroids_block:2, Asteroid Rock
galacticraftplanets:asteroids_block:3, Aluminum Ore
galacticraftplanets:asteroids_block:4, Ilmenite Ore
galacticraftplanets:asteroids_block:5, Iron Ore
galacticraftplanets:asteroids_block:6, Dark Decoration Block
galacticraftplanets:asteroids_block:7, Titanium Block
galacticraftplanets:walkway:0, Walkway
galacticraftplanets:walkway:1, Walkway
galacticraftplanets:walkway:2, Walkway
galacticraftplanets:beam_reflector, Energy Beam Reflector
galacticraftplanets:beam_receiver, Energy Beam Receiver
galacticraftplanets:telepad_short, Short Range Telepad
galacticraftplanets:dense_ice, Dense Ice
galacticraftplanets:miner_base, Astro Miner Base
galacticraftplanets:grapple, Grapple
galacticraftplanets:rocket_t3:0, Tier 3 Rocket
galacticraftplanets:rocket_t3:1, Tier 3 Rocket
galacticraftplanets:rocket_t3:2, Tier 3 Rocket
galacticraftplanets:rocket_t3:3, Tier 3 Rocket
galacticraftplanets:rocket_t3:4, Tier 3 Rocket
galacticraftplanets:astro_miner, Astro Miner
galacticraftplanets:thermal_padding:0, Thermal Padding Helm
galacticraftplanets:thermal_padding:1, Thermal Padding Chestpiece
galacticraftplanets:thermal_padding:2, Thermal Padding Leggings
galacticraftplanets:thermal_padding:3, Thermal Padding Boots
galacticraftplanets:item_basic_asteroids:0, Titanium Ingot
galacticraftplanets:item_basic_asteroids:1, Heavy Rocket Engine
galacticraftplanets:item_basic_asteroids:2, Heavy Rocket Fins
galacticraftplanets:item_basic_asteroids:3, Iron Shard
galacticraftplanets:item_basic_asteroids:4, Titanium Shard
galacticraftplanets:item_basic_asteroids:5, Heavy-Duty Plate
galacticraftplanets:item_basic_asteroids:6, Compressed Titanium
galacticraftplanets:item_basic_asteroids:7, Thermal Cloth
galacticraftplanets:item_basic_asteroids:8, Beam Core
galacticraftplanets:item_basic_asteroids:9, Titanium Dust
galacticraftplanets:methane_canister_partial:1, Filled Methane Gas Canister
galacticraftplanets:canister_partial_lox:1, Filled Canister of Liquid Oxygen
galacticraftplanets:canister_partial_ln2:1, Filled Canister of Liquid Nitrogen
galacticraftplanets:atmospheric_valve, Atmospheric Valve
galacticraftplanets:heavy_nose_cone:0, Heavy Nose Cone
galacticraftplanets:orion_drive, Orion Drive
galacticraftplanets:titanium_helmet, Titanium Helmet
galacticraftplanets:titanium_chestplate, Titanium Chestplate
galacticraftplanets:titanium_leggings, Titanium Leggings
galacticraftplanets:titanium_boots, Titanium Boots
galacticraftplanets:titanium_axe, Titanium Axe
galacticraftplanets:titanium_pickaxe, Titanium Pickaxe
galacticraftplanets:titanium_shovel, Titanium Shovel
galacticraftplanets:titanium_hoe, Titanium Hoe
galacticraftplanets:titanium_sword, Titanium Sword
galacticraftplanets:strange_seed:0, Strange Seed
galacticraftplanets:strange_seed:1, Strange Seed
galacticraftplanets:sulphuric_acid, Sulfuric Acid
galacticraftplanets:bucket_sulphuric_acid, Sulfuric Acid Bucket
galacticraftplanets:venus:0, Venus Soft Rock
galacticraftplanets:venus:1, Venus Hard Rock
galacticraftplanets:venus:2, Venus Volcanic Rock
galacticraftplanets:venus:3, Pumice
galacticraftplanets:venus:4, Venus Dungeon Brick I
galacticraftplanets:venus:5, Venus Dungeon Brick II
galacticraftplanets:venus:6, Aluminum Ore
galacticraftplanets:venus:7, Copper Ore
galacticraftplanets:venus:8, Galena Ore
galacticraftplanets:venus:9, Quartz Ore
galacticraftplanets:venus:10, Silicon Ore
galacticraftplanets:venus:11, Tin Ore
galacticraftplanets:venus:12, Lead Block
galacticraftplanets:spout, Vapor Spout
galacticraftplanets:boss_spawner_venus, tile.boss_spawner_venus.name
galacticraftplanets:treasure_t3, Tier 3 Treasure Chest
galacticraftplanets:web_torch:0, Web String
galacticraftplanets:web_torch:1, Web String
galacticraftplanets:geothermal_generator, Geothermal Generator
galacticraftplanets:crashed_probe, Crashed Probe
galacticraftplanets:venus_rock_scorched, Scorched Venus Rock
galacticraftplanets:thermal_padding_t2:0, Isothermal Helm
galacticraftplanets:thermal_padding_t2:1, Isothermal Chestpiece
galacticraftplanets:thermal_padding_t2:2, Isothermal Leggings
galacticraftplanets:thermal_padding_t2:3, Isothermal Boots
galacticraftplanets:basic_item_venus:0, Shield Controller
galacticraftplanets:basic_item_venus:1, Lead Ingot
galacticraftplanets:basic_item_venus:2, Radioisotope Core
galacticraftplanets:basic_item_venus:3, Isothermal Fabric
galacticraftplanets:volcanic_pickaxe, Volcanic Pickaxe
galacticraftplanets:key_t3:0, Tier 3 Dungeon Key
galacticraftplanets:atomic_battery, Atomic Battery
galacticraftcore:unlit_torch_stone, Stone Torch
galacticraftcore:unlit_torch_stone_lit, Stone Torch
extraplanets:mercury:0, Mercury Surface Rock
extraplanets:mercury:1, Mercury Sub-Surface Rock
extraplanets:mercury:2, Mercury Stone
extraplanets:mercury:3, Mercury Iron Ore
extraplanets:mercury:4, Mercury Tin Ore
extraplanets:mercury:5, Mercury Copper Ore
extraplanets:mercury:6, Mercury Ore
extraplanets:mercury:7, Block of Mercury
extraplanets:mercury:8, Mercury Stone Bricks
extraplanets:mercury:9, Mercury Dungeon Brick
extraplanets:mercury:10, Carbon Ore
extraplanets:mercury:11, Block of Carbon
extraplanets:mercury_gravel, Mercury Gravel
extraplanets:mercury_spawner, tile.boss_spawner_mercury.name
extraplanets:treasure_chest_t4, Tier 4 Treasure Chest
extraplanets:ceres:0, Ceres Surface Rock
extraplanets:ceres:1, Ceres Sub-Surface Rock
extraplanets:ceres:2, Ceres Stone
extraplanets:ceres:3, Ceres Iron Ore
extraplanets:ceres:4, Ceres Tin Ore
extraplanets:ceres:5, Ceres Copper Ore
extraplanets:ceres:6, Ceres Uranium Ore
extraplanets:ceres:7, Block of Uranium
extraplanets:ceres:8, Ceres Stone Bricks
extraplanets:ceres_gravel, Ceres Gravel
extraplanets:jupiter:0, Jupiter Surface Rock
extraplanets:jupiter:1, Jupiter Sub-Surface Rock
extraplanets:jupiter:2, Jupiter Stone
extraplanets:jupiter:3, Jupiter Iron Ore
extraplanets:jupiter:4, Jupiter Tin Ore
extraplanets:jupiter:5, Jupiter Copper Ore
extraplanets:jupiter:6, Jupiter Palladium Ore
extraplanets:jupiter:7, Jupiter Nickel Ore
extraplanets:jupiter:8, Block of Palladium
extraplanets:jupiter:9, Jupiter Stone Bricks
extraplanets:jupiter:10, Jupiter Dungeon Brick
extraplanets:jupiter:11, Jupiter Red Gem Ore
extraplanets:jupiter:12, Block of Red Gem
extraplanets:jupiter:13, Block of Nickel
extraplanets:jupiter_gravel, Jupiter Gravel
extraplanets:jupiter_spawner, tile.boss_spawner_jupiter.name
extraplanets:treasure_chest_t5, Tier 5 Treasure Chest
extraplanets:volcanic_rock, Volcanic Rock
extraplanets:ash_rock, Ash Block
extraplanets:orange_sand, Orange Sand
extraplanets:orange_sandstone, Orange Sandstone
extraplanets:saturn:0, Saturn Surface Rock
extraplanets:saturn:1, Saturn Sub-Surface Rock
extraplanets:saturn:2, Saturn Stone
extraplanets:saturn:3, Saturn Iron Ore
extraplanets:saturn:4, Saturn Tin Ore
extraplanets:saturn:5, Saturn Copper Ore
extraplanets:saturn:6, Saturn Magnesium Ore
extraplanets:saturn:7, Block of Magnesium
extraplanets:saturn:8, Saturn Stone Bricks
extraplanets:saturn:9, Saturn Dungeon Brick
extraplanets:saturn:10, Saturn Broken Infected Stone
extraplanets:saturn:11, Saturn Infected Stone
extraplanets:saturn:12, Saturn Slime Ore
extraplanets:saturn_gravel, Saturn Gravel
extraplanets:saturn_spawner, tile.boss_spawner_saturn.name
extraplanets:treasure_chest_t6, Tier 6 Treasure Chest
extraplanets:uranus:0, Uranus Surface Rock
extraplanets:uranus:1, Uranus Sub-Surface Rock
extraplanets:uranus:2, Uranus Stone
extraplanets:uranus:3, Uranus Crystal Ore
extraplanets:uranus:4, Block of Crystal
extraplanets:uranus:5, Uranus Stone Bricks
extraplanets:uranus:6, Uranus Dungeon Brick
extraplanets:uranus:7, Uranus White Gem Ore
extraplanets:uranus:8, Block of White Gem
extraplanets:uranus_spawner, tile.boss_spawner_uranus.name
extraplanets:treasure_chest_t7, Tier 7 Treasure Chest
extraplanets:dense_ice, Dense Ice
extraplanets:neptune:0, Neptune Surface Rock
extraplanets:neptune:1, Neptune Sub-Surface Rock
extraplanets:neptune:2, Neptune Stone
extraplanets:neptune:3, Neptune Iron Ore
extraplanets:neptune:4, Neptune Tin Ore
extraplanets:neptune:5, Neptune Copper Ore
extraplanets:neptune:6, Neptune Zinc Ore
extraplanets:neptune:7, Block of Zinc
extraplanets:neptune:8, Neptune Stone Bricks
extraplanets:neptune:9, Neptune Dungeon Brick
extraplanets:neptune:10, Neptune Blue Gem Ore
extraplanets:neptune:11, Block of Blue Gem
extraplanets:neptune_spawner, tile.boss_spawner_neptune.name
extraplanets:treasure_chest_t8, Tier 8 Treasure Chest
extraplanets:frozen_nitrogen, Frozen Nitrogen
extraplanets:pluto:0, Pluto Surface Rock
extraplanets:pluto:1, Pluto Sub-Surface Rock
extraplanets:pluto:2, Pluto Stone
extraplanets:pluto:3, Pluto Iron Ore
extraplanets:pluto:4, Pluto Tin Ore
extraplanets:pluto:5, Pluto Copper Ore
extraplanets:pluto:6, Pluto Tungsten Ore
extraplanets:pluto:7, Block of Tungsten
extraplanets:pluto:8, Pluto Stone Bricks
extraplanets:pluto:9, Pluto Dungeon Brick
extraplanets:pluto_spawner, tile.boss_spawner_pluto.name
extraplanets:treasure_chest_t9, Tier 9 Treasure Chest
extraplanets:pluto_gravel, Pluto Gravel
extraplanets:eris:0, Eris Surface Rock
extraplanets:eris:1, Eris Sub-Surface Rock
extraplanets:eris:2, Eris Stone
extraplanets:eris:3, Eris Iron Ore
extraplanets:eris:4, Eris Tin Ore
extraplanets:eris:5, Eris Copper Ore
extraplanets:eris:6, Eris Dark Iron Ore
extraplanets:eris:7, Block of Dark Iron
extraplanets:eris:8, Eris Stone Bricks
extraplanets:eris:9, Eris Dungeon Brick
extraplanets:eris_spawner, tile.boss_spawner_eris.name
extraplanets:treasure_chest_t10, Tier 10 Treasure Chest
extraplanets:eris_gravel, Eris Gravel
extraplanets:kepler22b:0, Kepler 22b Dirt
extraplanets:kepler22b:1, Kepler 22b Stone
extraplanets:kepler22b:2, Kepler 22b Iron Ore
extraplanets:kepler22b:3, Kepler 22b Tin Ore
extraplanets:kepler22b:4, Kepler 22b Copper Ore
extraplanets:kepler22b:5, Kepler 22b Dense Coal Ore
extraplanets:kepler22b:6, Kepler 22b Blue Diamond Ore
extraplanets:kepler22b:7, Kepler 22b Red Diamond Ore
extraplanets:kepler22b:8, Kepler 22b Purple Diamond Ore
extraplanets:kepler22b:9, Kepler 22b Yellow Diamond Ore
extraplanets:kepler22b:10, Kepler 22b Green Diamond Ore
extraplanets:kepler22b:11, Kepler 22b Stone Bricks
extraplanets:kepler22b:12, Kepler 22b Cobblestone
extraplanets:kepler22b:13, Kepler 22b Platinum Ore
extraplanets:kepler22b:14, Block of Platinum
extraplanets:kepler22b_grass, Kepler 22b Grass
extraplanets:kepler22b_blue_grass, Kepler 22b Blue Grass
extraplanets:kepler22b_purple_grass, Kepler 22b Purple Grass
extraplanets:kepler22b_red_grass, Kepler 22b Red Grass
extraplanets:kepler22b_yellow_grass, Kepler 22b Yellow Grass
extraplanets:kepler22b_infected_grass, Kepler 22b Infected Grass
extraplanets:kepler22b_flowers:0, Kepler 22b Blue Short Grass
extraplanets:kepler22b_flowers:1, Kepler 22b Blue Medium Grass
extraplanets:kepler22b_flowers:2, Kepler 22b Blue Tall Grass
extraplanets:kepler22b_flowers:3, Kepler 22b Red Short Grass
extraplanets:kepler22b_flowers:4, Kepler 22b Red Medium Grass
extraplanets:kepler22b_flowers:5, Kepler 22b Red Tall Grass
extraplanets:red_sand, Red Sand
extraplanets:red_sandstone, Red Sandstone
extraplanets:europa:0, Europa Surface Rock
extraplanets:europa:1, Europa Sub-Surface Rock
extraplanets:europa:2, Europa Stone
extraplanets:europa:3, Europa Iron Ore
extraplanets:europa:4, Europa Tin Ore
extraplanets:europa:5, Europa Copper Ore
extraplanets:europa_gravel, Europa Gravel
extraplanets:io:0, Io Surface Rock
extraplanets:io:1, Io Sub-Surface Rock
extraplanets:io:2, Io Stone
extraplanets:io:3, Io Iron Ore
extraplanets:io:4, Io Tin Ore
extraplanets:io:5, Io Copper Ore
extraplanets:io_gravel, Io Gravel
extraplanets:deimos:0, Deimos Surface Rock
extraplanets:deimos:1, Deimos Sub-Surface Rock
extraplanets:deimos:2, Deimos Stone
extraplanets:deimos:3, Deimos Iron Ore
extraplanets:deimos:4, Deimos Tin Ore
extraplanets:deimos:5, Deimos Copper Ore
extraplanets:deimos_gravel, Deimos Gravel
extraplanets:phobos:0, Phobos Surface Rock
extraplanets:phobos:1, Phobos Sub-Surface Rock
